Provincias;Sector económico;Periodo;Total
02 Albacete;Servicios;2022T3;66,2
02 Albacete;Servicios;2022T2;62,3
02 Albacete;Servicios;2022T1;59,4
02 Albacete;Servicios;2021T4;61,2
02 Albacete;Servicios;2021T3;61,4
02 Albacete;Servicios;2021T2;63,3
02 Albacete;Servicios;2021T1;63,9
02 Albacete;Servicios;2020T4;64,4
02 Albacete;Servicios;2020T3;66,8
02 Albacete;Servicios;2020T2;62,8
02 Albacete;Servicios;2020T1;62,3
02 Albacete;Servicios;2019T4;62,2
02 Albacete;Servicios;2019T3;59,4
02 Albacete;Servicios;2019T2;58,4
02 Albacete;Servicios;2019T1;60
02 Albacete;Servicios;2018T4;61,1
02 Albacete;Servicios;2018T3;62,4
02 Albacete;Servicios;2018T2;61,4
02 Albacete;Servicios;2018T1;62,9
02 Albacete;Servicios;2017T4;64,6
02 Albacete;Servicios;2017T3;64,6
02 Albacete;Servicios;2017T2;61,6
02 Albacete;Servicios;2017T1;62,4
02 Albacete;Servicios;2016T4;60,5
02 Albacete;Servicios;2016T3;59,8
02 Albacete;Servicios;2016T2;58,9
02 Albacete;Servicios;2016T1;60,1
02 Albacete;Servicios;2015T4;62,2
02 Albacete;Servicios;2015T3;62,1
02 Albacete;Servicios;2015T2;60,3
02 Albacete;Servicios;2015T1;60,9
02 Albacete;Servicios;2014T4;58,9
02 Albacete;Servicios;2014T3;57,3
02 Albacete;Servicios;2014T2;55,7
02 Albacete;Servicios;2014T1;57,1
02 Albacete;Servicios;2013T4;55,7
02 Albacete;Servicios;2013T3;55,4
02 Albacete;Servicios;2013T2;56,4
02 Albacete;Servicios;2013T1;55,4
02 Albacete;Servicios;2012T4;53,9
02 Albacete;Servicios;2012T3;55,6
02 Albacete;Servicios;2012T2;57,5
02 Albacete;Servicios;2012T1;59,1
02 Albacete;Servicios;2011T4;59,4
02 Albacete;Servicios;2011T3;59,3
02 Albacete;Servicios;2011T2;60,8
02 Albacete;Servicios;2011T1;60,4
02 Albacete;Servicios;2010T4;60,1
02 Albacete;Servicios;2010T3;58,5
02 Albacete;Servicios;2010T2;56,9
02 Albacete;Servicios;2010T1;57,7
02 Albacete;Servicios;2009T4;57,6
02 Albacete;Servicios;2009T3;58,3
02 Albacete;Servicios;2009T2;58
02 Albacete;Servicios;2009T1;57,1
02 Albacete;Servicios;2008T4;58,7
02 Albacete;Servicios;2008T3;60,9
02 Albacete;Servicios;2008T2;60,6
02 Albacete;Servicios;2008T1;59,8
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;4,8
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;5,8
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;4,7
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,5
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;4,4
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;3,9
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;4,7
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;5,8
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;4,6
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;5
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;5,7
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;4,4
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;3,9
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;5,7
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;8,4
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;6,5
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;8,5
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;8,1
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;10,7
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;10,9
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;7,4
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;7,2
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;9,6
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;8,2
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;8,5
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;9,5
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;9,1
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;9,9
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;8,6
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;11,2
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;11,1
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;11,1
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;11,2
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;13,4
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;12,2
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;12,9
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;12,6
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;15,5
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;15,6
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;13,7
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;13,1
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;15,4
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;17,2
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;16,8
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;16,3
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;17,2
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;16,1
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;18,6
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;19,8
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;19,4
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;18,7
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;19
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;16,3
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;15,7
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;14,6
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;14,3
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;13,3
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;12,3
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;12
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;13,4
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;12,6
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;11,7
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;11,5
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;9,3
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;7,2
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;6,3
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;7,6
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;6,6
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;4,1
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;3,5
02 Albacete;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;3,8
03 Alicante/Alacant;Agricultura;2025T3;2,6
03 Alicante/Alacant;Agricultura;2025T2;2,6
03 Alicante/Alacant;Agricultura;2025T1;2,6
03 Alicante/Alacant;Agricultura;2024T4;1,4
03 Alicante/Alacant;Agricultura;2024T3;2,6
03 Alicante/Alacant;Agricultura;2024T2;2,3
03 Alicante/Alacant;Agricultura;2024T1;2,2
03 Alicante/Alacant;Agricultura;2023T4;2,4
03 Alicante/Alacant;Agricultura;2023T3;2,3
03 Alicante/Alacant;Agricultura;2023T2;2,7
03 Alicante/Alacant;Agricultura;2023T1;2,5
03 Alicante/Alacant;Agricultura;2022T4;2,4
03 Alicante/Alacant;Agricultura;2022T3;3,1
03 Alicante/Alacant;Agricultura;2022T2;3,7
03 Alicante/Alacant;Agricultura;2022T1;3,7
03 Alicante/Alacant;Agricultura;2021T4;3,1
03 Alicante/Alacant;Agricultura;2021T3;3,3
03 Alicante/Alacant;Agricultura;2021T2;2,4
03 Alicante/Alacant;Agricultura;2021T1;2,2
03 Alicante/Alacant;Agricultura;2020T4;1,6
03 Alicante/Alacant;Agricultura;2020T3;2
03 Alicante/Alacant;Agricultura;2020T2;1,9
03 Alicante/Alacant;Agricultura;2020T1;2,5
03 Alicante/Alacant;Agricultura;2019T4;3,3
03 Alicante/Alacant;Agricultura;2019T3;3,2
03 Alicante/Alacant;Agricultura;2019T2;3,2
03 Alicante/Alacant;Agricultura;2019T1;4,2
03 Alicante/Alacant;Agricultura;2018T4;4,5
03 Alicante/Alacant;Agricultura;2018T3;3,6
03 Alicante/Alacant;Agricultura;2018T2;2,9
03 Alicante/Alacant;Agricultura;2018T1;2,5
03 Alicante/Alacant;Agricultura;2017T4;2,6
03 Alicante/Alacant;Agricultura;2017T3;2,3
03 Alicante/Alacant;Agricultura;2017T2;2,7
03 Alicante/Alacant;Agricultura;2017T1;2,4
03 Alicante/Alacant;Agricultura;2016T4;1,8
03 Alicante/Alacant;Agricultura;2016T3;2
03 Alicante/Alacant;Agricultura;2016T2;2,3
03 Alicante/Alacant;Agricultura;2016T1;2,5
03 Alicante/Alacant;Agricultura;2015T4;2,8
03 Alicante/Alacant;Agricultura;2015T3;3,7
03 Alicante/Alacant;Agricultura;2015T2;4,2
03 Alicante/Alacant;Agricultura;2015T1;3,4
03 Alicante/Alacant;Agricultura;2014T4;2,9
03 Alicante/Alacant;Agricultura;2014T3;2,6
03 Alicante/Alacant;Agricultura;2014T2;2,9
03 Alicante/Alacant;Agricultura;2014T1;3
03 Alicante/Alacant;Agricultura;2013T4;3,2
03 Alicante/Alacant;Agricultura;2013T3;3
03 Alicante/Alacant;Agricultura;2013T2;3,4
03 Alicante/Alacant;Agricultura;2013T1;4,2
03 Alicante/Alacant;Agricultura;2012T4;4,3
03 Alicante/Alacant;Agricultura;2012T3;4,4
03 Alicante/Alacant;Agricultura;2012T2;3,6
03 Alicante/Alacant;Agricultura;2012T1;3,8
03 Alicante/Alacant;Agricultura;2011T4;3,2
03 Alicante/Alacant;Agricultura;2011T3;2,5
03 Alicante/Alacant;Agricultura;2011T2;2,4
03 Alicante/Alacant;Agricultura;2011T1;2,3
03 Alicante/Alacant;Agricultura;2010T4;2,1
03 Alicante/Alacant;Agricultura;2010T3;2,7
03 Alicante/Alacant;Agricultura;2010T2;2,8
03 Alicante/Alacant;Agricultura;2010T1;2,5
03 Alicante/Alacant;Agricultura;2009T4;2,6
03 Alicante/Alacant;Agricultura;2009T3;3
03 Alicante/Alacant;Agricultura;2009T2;3,7
03 Alicante/Alacant;Agricultura;2009T1;3,4
03 Alicante/Alacant;Agricultura;2008T4;3,2
03 Alicante/Alacant;Agricultura;2008T3;4
03 Alicante/Alacant;Agricultura;2008T2;3,1
03 Alicante/Alacant;Agricultura;2008T1;2,4
03 Alicante/Alacant;Industria;2025T3;13,7
03 Alicante/Alacant;Industria;2025T2;13,8
03 Alicante/Alacant;Industria;2025T1;12,6
03 Alicante/Alacant;Industria;2024T4;13,2
03 Alicante/Alacant;Industria;2024T3;13,6
03 Alicante/Alacant;Industria;2024T2;13
03 Alicante/Alacant;Industria;2024T1;14,2
03 Alicante/Alacant;Industria;2023T4;13,4
03 Alicante/Alacant;Industria;2023T3;13,1
03 Alicante/Alacant;Industria;2023T2;12,5
03 Alicante/Alacant;Industria;2023T1;12,7
03 Alicante/Alacant;Industria;2022T4;14,8
03 Alicante/Alacant;Industria;2022T3;13,9
03 Alicante/Alacant;Industria;2022T2;12,2
03 Alicante/Alacant;Industria;2022T1;11,9
03 Alicante/Alacant;Industria;2021T4;11,8
03 Alicante/Alacant;Industria;2021T3;10,5
03 Alicante/Alacant;Industria;2021T2;9,9
03 Alicante/Alacant;Industria;2021T1;12
03 Alicante/Alacant;Industria;2020T4;12,3
03 Alicante/Alacant;Industria;2020T3;11,8
03 Alicante/Alacant;Industria;2020T2;13,1
03 Alicante/Alacant;Industria;2020T1;14,6
03 Alicante/Alacant;Industria;2019T4;13,7
03 Alicante/Alacant;Industria;2019T3;15,2
03 Alicante/Alacant;Industria;2019T2;15,3
03 Alicante/Alacant;Industria;2019T1;14,8
03 Alicante/Alacant;Industria;2018T4;15,1
03 Alicante/Alacant;Industria;2018T3;13,8
03 Alicante/Alacant;Industria;2018T2;15,4
03 Alicante/Alacant;Industria;2018T1;16,1
03 Alicante/Alacant;Industria;2017T4;16,2
03 Alicante/Alacant;Industria;2017T3;17
03 Alicante/Alacant;Industria;2017T2;16,8
03 Alicante/Alacant;Industria;2017T1;16
03 Alicante/Alacant;Industria;2016T4;15
03 Alicante/Alacant;Industria;2016T3;12,9
03 Alicante/Alacant;Industria;2016T2;12
03 Alicante/Alacant;Industria;2016T1;11,7
03 Alicante/Alacant;Industria;2015T4;11,6
03 Alicante/Alacant;Industria;2015T3;12
03 Alicante/Alacant;Industria;2015T2;13,5
03 Alicante/Alacant;Industria;2015T1;13,5
03 Alicante/Alacant;Industria;2014T4;14,2
03 Alicante/Alacant;Industria;2014T3;13,3
03 Alicante/Alacant;Industria;2014T2;12,8
03 Alicante/Alacant;Industria;2014T1;11,6
03 Alicante/Alacant;Industria;2013T4;11,7
03 Alicante/Alacant;Industria;2013T3;10,9
03 Alicante/Alacant;Industria;2013T2;13
03 Alicante/Alacant;Industria;2013T1;13,4
03 Alicante/Alacant;Industria;2012T4;14,5
03 Alicante/Alacant;Industria;2012T3;14,6
03 Alicante/Alacant;Industria;2012T2;16
03 Alicante/Alacant;Industria;2012T1;16,1
03 Alicante/Alacant;Industria;2011T4;15,7
03 Alicante/Alacant;Industria;2011T3;16,1
03 Alicante/Alacant;Industria;2011T2;15,2
03 Alicante/Alacant;Industria;2011T1;14
03 Alicante/Alacant;Industria;2010T4;13,4
03 Alicante/Alacant;Industria;2010T3;12,9
03 Alicante/Alacant;Industria;2010T2;12,6
03 Alicante/Alacant;Industria;2010T1;12,3
03 Alicante/Alacant;Industria;2009T4;12,1
03 Alicante/Alacant;Industria;2009T3;12,2
03 Alicante/Alacant;Industria;2009T2;13,8
03 Alicante/Alacant;Industria;2009T1;14,8
03 Alicante/Alacant;Industria;2008T4;15,6
03 Alicante/Alacant;Industria;2008T3;15,4
03 Alicante/Alacant;Industria;2008T2;16,6
03 Alicante/Alacant;Industria;2008T1;17,8
03 Alicante/Alacant;Construcción;2025T3;8,5
03 Alicante/Alacant;Construcción;2025T2;8,5
03 Alicante/Alacant;Construcción;2025T1;8,3
03 Alicante/Alacant;Construcción;2024T4;8,1
03 Alicante/Alacant;Construcción;2024T3;7,4
03 Alicante/Alacant;Construcción;2024T2;7,6
03 Alicante/Alacant;Construcción;2024T1;7,1
03 Alicante/Alacant;Construcción;2023T4;7,6
03 Alicante/Alacant;Construcción;2023T3;8
03 Alicante/Alacant;Construcción;2023T2;8,4
03 Alicante/Alacant;Construcción;2023T1;9,1
03 Alicante/Alacant;Construcción;2022T4;7,8
03 Alicante/Alacant;Construcción;2022T3;7,2
03 Alicante/Alacant;Construcción;2022T2;7,9
03 Alicante/Alacant;Construcción;2022T1;7,8
03 Alicante/Alacant;Construcción;2021T4;6,2
03 Alicante/Alacant;Construcción;2021T3;5,9
03 Alicante/Alacant;Construcción;2021T2;6,8
03 Alicante/Alacant;Construcción;2021T1;6,3
03 Alicante/Alacant;Construcción;2020T4;6,9
03 Alicante/Alacant;Construcción;2020T3;5,7
03 Alicante/Alacant;Construcción;2020T2;5,9
03 Alicante/Alacant;Construcción;2020T1;6,1
03 Alicante/Alacant;Construcción;2019T4;6
03 Alicante/Alacant;Construcción;2019T3;6,6
03 Alicante/Alacant;Construcción;2019T2;6,9
03 Alicante/Alacant;Construcción;2019T1;6,8
03 Alicante/Alacant;Construcción;2018T4;6,8
03 Alicante/Alacant;Construcción;2018T3;6,7
03 Alicante/Alacant;Construcción;2018T2;6,2
03 Alicante/Alacant;Construcción;2018T1;5,8
03 Alicante/Alacant;Construcción;2017T4;5,7
03 Alicante/Alacant;Construcción;2017T3;6,7
03 Alicante/Alacant;Construcción;2017T2;6,5
03 Alicante/Alacant;Construcción;2017T1;6,3
03 Alicante/Alacant;Construcción;2016T4;5,7
03 Alicante/Alacant;Construcción;2016T3;5,6
03 Alicante/Alacant;Construcción;2016T2;5,7
03 Alicante/Alacant;Construcción;2016T1;5,5
03 Alicante/Alacant;Construcción;2015T4;6,6
03 Alicante/Alacant;Construcción;2015T3;5,7
03 Alicante/Alacant;Construcción;2015T2;6,4
03 Alicante/Alacant;Construcción;2015T1;6,4
03 Alicante/Alacant;Construcción;2014T4;5,7
03 Alicante/Alacant;Construcción;2014T3;6,8
03 Alicante/Alacant;Construcción;2014T2;5,8
03 Alicante/Alacant;Construcción;2014T1;5,1
03 Alicante/Alacant;Construcción;2013T4;4,9
03 Alicante/Alacant;Construcción;2013T3;5,6
03 Alicante/Alacant;Construcción;2013T2;5,8
03 Alicante/Alacant;Construcción;2013T1;6
03 Alicante/Alacant;Construcción;2012T4;6,3
03 Alicante/Alacant;Construcción;2012T3;6,2
03 Alicante/Alacant;Construcción;2012T2;6,8
03 Alicante/Alacant;Construcción;2012T1;7,1
03 Alicante/Alacant;Construcción;2011T4;8
03 Alicante/Alacant;Construcción;2011T3;7,6
03 Alicante/Alacant;Construcción;2011T2;6,7
03 Alicante/Alacant;Construcción;2011T1;8,4
03 Alicante/Alacant;Construcción;2010T4;8,3
03 Alicante/Alacant;Construcción;2010T3;9,9
03 Alicante/Alacant;Construcción;2010T2;10,8
03 Alicante/Alacant;Construcción;2010T1;10,2
