municipality_number,municipality_name,year,number_of_households,average_household_size,number_of_dwellings,average_rent_price
50200,Paniza,1998,224.0,3.18,231.0,272.0
22170,Panticosa,1998,279.0,2.32,287.0,476.0
50201,Paracuellos de Jiloca,1998,160.0,3.09,165.0,441.0
50202,Paracuellos de la Ribera,1998,113.0,2.77,116.0,225.0
44178,Parras de Castellote (Las),1998,29.0,3.25,30.0,482.0
50203,Pastriz,1998,337.0,2.78,347.0,755.0
50204,Pedrola,1998,782.0,3.29,805.0,453.0
50205,Pedrosas (Las),1998,33.0,3.01,34.0,608.0
22172,Peñalba,1998,318.0,2.55,328.0,622.0
44179,Peñarroya de Tastavins,1998,189.0,2.85,195.0,430.0
22173,Peñas de Riglos (Las),1998,84.0,3.3,87.0,413.0
44180,Peracense,1998,38.0,3.11,39.0,223.0
44181,Peralejos,1998,40.0,2.4,41.0,744.0
44182,Perales del Alfambra,1998,100.0,3.0,103.0,294.0
22174,Peralta de Alcofea,1998,274.0,2.65,282.0,411.0
22175,Peralta de Calasanz,1998,126.0,2.32,130.0,525.0
22176,Peraltilla,1998,63.0,2.71,65.0,625.0
22177,Perarrúa,1998,53.0,2.56,55.0,279.0
50206,Perdiguera,1998,143.0,3.12,147.0,516.0
22178,Pertusa,1998,57.0,2.63,59.0,448.0
50207,Piedratajada,1998,63.0,3.1,65.0,437.0
50208,Pina de Ebro,1998,956.0,2.31,985.0,632.0
50209,Pinseque,1998,561.0,2.62,578.0,703.0
50210,Pintanos (Los),1998,32.0,2.62,33.0,201.0
22181,Piracés,1998,40.0,2.52,41.0,594.0
44183,Pitarque,1998,47.0,2.38,48.0,371.0
22182,Plan,1998,123.0,2.49,127.0,739.0
50211,Plasencia de Jalón,1998,129.0,2.86,133.0,529.0
50212,Pleitas,1998,27.0,2.6,28.0,492.0
50213,Plenas,1998,59.0,2.75,61.0,520.0
44184,Plou,1998,20.0,2.64,21.0,698.0
44185,Pobo (El),1998,49.0,3.16,50.0,655.0
22184,Poleñino,1998,78.0,3.22,80.0,381.0
50214,Pomer,1998,5.0,2.75,5.0,664.0
44187,Portellada (La),1998,124.0,2.64,128.0,437.0
22186,Pozán de Vero,1998,105.0,2.43,108.0,314.0
44189,Pozondón,1998,26.0,3.23,27.0,518.0
50215,Pozuel de Ariza,1998,11.0,2.33,11.0,759.0
44190,Pozuel del Campo,1998,43.0,2.62,44.0,752.0
50216,Pozuelo de Aragón,1998,134.0,2.61,138.0,201.0
50217,Pradilla de Ebro,1998,251.0,2.63,259.0,480.0
50218,Puebla de Albortón,1998,64.0,2.45,66.0,634.0
50219,Puebla de Alfindén (La),1998,530.0,3.08,546.0,204.0
22187,Puebla de Castro (La),1998,126.0,2.43,130.0,317.0
44191,Puebla de Híjar (La),1998,380.0,2.94,391.0,746.0
44192,Puebla de Valverde (La),1998,201.0,2.43,207.0,637.0
50220,Puendeluna,1998,25.0,2.34,26.0,414.0
22188,Puente de Montañana,1998,40.0,3.2,41.0,432.0
22902,Puente la Reina de Jaca,1998,97.0,2.49,100.0,648.0
22189,Puértolas,1998,68.0,3.11,70.0,706.0
44193,Puertomingalvo,1998,49.0,2.86,50.0,334.0
22190,Pueyo de Araguás (El),1998,68.0,2.39,70.0,249.0
22193,Pueyo de Santa Cruz,1998,110.0,3.26,113.0,738.0
50221,Purujosa,1998,15.0,2.6,15.0,615.0
22195,Quicena,1998,43.0,3.17,44.0,639.0
50222,Quinto,1998,869.0,2.48,895.0,316.0
44194,Ráfales,1998,67.0,3.17,69.0,711.0
50223,Remolinos,1998,542.0,2.32,558.0,447.0
50224,Retascón,1998,28.0,2.86,29.0,322.0
50225,Ricla,1998,599.0,3.07,617.0,769.0
44195,Rillo,1998,44.0,3.27,45.0,470.0
44196,Riodeva,1998,71.0,3.2,73.0,640.0
22197,Robres,1998,221.0,3.12,228.0,614.0
44197,Ródenas,1998,29.0,3.19,30.0,541.0
50227,Romanos,1998,59.0,2.51,61.0,737.0
44198,Royuela,1998,93.0,2.6,96.0,532.0
44199,Rubiales,1998,24.0,2.56,25.0,342.0
44200,Rubielos de la Cérida,1998,22.0,2.72,23.0,320.0
44201,Rubielos de Mora,1998,229.0,2.7,236.0,614.0
50228,Rueda de Jalón,1998,130.0,2.85,134.0,465.0
50229,Ruesca,1998,37.0,2.46,38.0,768.0
50241,Sabiñán,1998,328.0,2.99,338.0,468.0
22199,Sabiñánigo,1998,3483.0,2.48,3587.0,206.0
50230,Sádaba,1998,642.0,2.62,661.0,350.0
22200,Sahún,1998,110.0,2.82,113.0,378.0
22201,Salas Altas,1998,126.0,3.09,130.0,267.0
22202,Salas Bajas,1998,57.0,3.04,59.0,471.0
44203,Salcedillo,1998,3.0,3.03,3.0,317.0
44204,Saldón,1998,17.0,2.5,18.0,368.0
22203,Salillas,1998,45.0,2.87,46.0,696.0
50231,Salillas de Jalón,1998,152.0,2.4,157.0,239.0
22204,Sallent de Gállego,1998,379.0,2.68,390.0,701.0
50232,Salvatierra de Esca,1998,106.0,2.72,109.0,221.0
44205,Samper de Calanda,1998,426.0,2.35,439.0,665.0
50233,Samper del Salz,1998,56.0,2.59,58.0,669.0
44206,San Agustín,1998,49.0,3.23,50.0,430.0
22205,San Esteban de Litera,1998,195.0,3.25,201.0,741.0
22207,San Juan de Plan,1998,61.0,2.67,63.0,247.0
50234,San Martín de la Virgen de Moncayo,1998,132.0,2.35,136.0,736.0
44207,San Martín del Río,1998,124.0,2.48,128.0,521.0
50235,San Mateo de Gállego,1998,754.0,2.7,777.0,414.0
22903,San Miguel del Cinca,1998,277.0,3.26,285.0,410.0
22206,Sangarrén,1998,116.0,2.45,119.0,420.0
22208,Santa Cilia,1998,67.0,3.06,69.0,708.0
50236,Santa Cruz de Grío,1998,96.0,2.44,99.0,564.0
22209,Santa Cruz de la Serós,1998,47.0,3.27,48.0,447.0
50237,Santa Cruz de Moncayo,1998,40.0,2.68,41.0,490.0
44208,Santa Cruz de Nogueras,1998,9.0,3.0,9.0,238.0
44209,Santa Eulalia,1998,468.0,2.65,482.0,341.0
50238,Santa Eulalia de Gállego,1998,46.0,2.9,47.0,326.0
22906,Santa María de Dulcis,1998,84.0,2.5,87.0,405.0
22212,Santaliestra y San Quílez,1998,40.0,2.43,41.0,310.0
50239,Santed,1998,24.0,3.2,25.0,642.0
22213,Sariñena,1998,1250.0,3.22,1288.0,224.0
44210,Sarrión,1998,321.0,3.19,331.0,678.0
50240,Sástago,1998,505.0,2.93,520.0,656.0
22214,Secastilla,1998,53.0,3.09,55.0,700.0
50242,Sediles,1998,45.0,2.38,46.0,260.0
44211,Segura de los Baños,1998,20.0,2.62,21.0,433.0
22215,Seira,1998,80.0,2.61,82.0,754.0
22217,Sena,1998,203.0,2.94,209.0,501.0
22218,Senés de Alcubierre,1998,23.0,2.61,24.0,257.0
44212,Seno,1998,22.0,2.42,23.0,690.0
22220,Sesa,1998,91.0,2.93,94.0,409.0
50243,Sestrica,1998,156.0,3.12,161.0,674.0
22221,Sesué,1998,45.0,2.71,46.0,706.0
50244,Sierra de Luna,1998,107.0,2.45,110.0,716.0
22222,Siétamo,1998,149.0,2.51,153.0,233.0
50245,Sigüés,1998,71.0,2.55,73.0,354.0
44213,Singra,1998,38.0,2.59,39.0,204.0
50246,Sisamón,1998,28.0,3.03,29.0,763.0
50247,Sobradiel,1998,210.0,2.9,216.0,500.0
22223,Sopeira,1998,35.0,3.01,36.0,397.0
50248,Sos del Rey Católico,1998,304.0,2.67,313.0,642.0
22904,Sotonera (La),1998,355.0,3.12,366.0,657.0
50249,Tabuenca,1998,192.0,2.52,198.0,479.0
50250,Talamantes,1998,24.0,2.82,25.0,396.0
22225,Tamarite de Litera,1998,1238.0,3.1,1275.0,248.0
50251,Tarazona,1998,4131.0,2.49,4255.0,556.0
22226,Tardienta,1998,439.0,2.42,452.0,724.0
50252,Tauste,1998,2194.0,3.19,2260.0,326.0
22227,Tella-Sin,1998,101.0,2.65,104.0,606.0
50253,Terrer,1998,225.0,2.99,232.0,474.0
44215,Terriente,1998,75.0,2.34,77.0,659.0
44216,Teruel,1998,9806.0,2.99,10100.0,497.0
50254,Tierga,1998,99.0,2.62,102.0,316.0
22228,Tierz,1998,76.0,2.37,78.0,310.0
50255,Tobed,1998,98.0,2.92,101.0,587.0
22229,Tolva,1998,82.0,2.56,84.0,229.0
44217,Toril y Masegoso,1998,14.0,2.64,14.0,410.0
22230,Torla-Ordesa,1998,138.0,2.39,142.0,529.0
44218,Tormón,1998,16.0,2.5,16.0,762.0
44219,Tornos,1998,99.0,2.6,102.0,615.0
22232,Torralba de Aragón,1998,55.0,2.4,57.0,416.0
50256,Torralba de los Frailes,1998,33.0,3.26,34.0,701.0
44220,Torralba de los Sisones,1998,96.0,2.31,99.0,548.0
50257,Torralba de Ribota,1998,82.0,2.81,84.0,314.0
50258,Torralbilla,1998,29.0,2.41,30.0,552.0
44223,Torre de Arcas,1998,42.0,2.62,43.0,427.0
44224,Torre de las Arcas,1998,12.0,3.06,12.0,729.0
44225,Torre del Compte,1998,72.0,2.49,74.0,745.0
22233,Torre la Ribera,1998,37.0,3.27,38.0,396.0
44227,Torre los Negros,1998,38.0,2.51,39.0,659.0
44221,Torrecilla de Alcañiz,1998,144.0,3.06,148.0,663.0
44222,Torrecilla del Rebollar,1998,64.0,2.86,66.0,318.0
50259,Torrehermosa,1998,39.0,3.15,40.0,346.0
44226,Torrelacárcel,1998,107.0,2.84,110.0,728.0
50260,Torrelapaja,1998,16.0,2.75,16.0,609.0
50261,Torrellas,1998,128.0,2.5,132.0,768.0
44228,Torremocha de Jiloca,1998,69.0,2.48,71.0,369.0
22234,Torrente de Cinca,1998,349.0,3.21,359.0,343.0
44229,Torres de Albarracín,1998,60.0,2.65,62.0,498.0
22235,Torres de Alcanadre,1998,51.0,2.71,53.0,656.0
22236,Torres de Barbués,1998,119.0,3.07,123.0,559.0
50262,Torres de Berrellén,1998,532.0,2.64,548.0,742.0
44230,Torrevelilla,1998,63.0,3.25,65.0,401.0
44231,Torrijas,1998,27.0,2.98,28.0,583.0
50263,Torrijo de la Cañada,1998,142.0,2.92,146.0,602.0
44232,Torrijo del Campo,1998,182.0,3.17,187.0,563.0
50264,Tosos,1998,87.0,2.37,90.0,256.0
44234,Tramacastiel,1998,46.0,2.54,47.0,525.0
44235,Tramacastilla,1998,49.0,2.75,50.0,400.0
22239,Tramaced,1998,41.0,2.56,42.0,448.0
50265,Trasmoz,1998,22.0,3.0,23.0,346.0
50266,Trasobares,1998,74.0,3.22,76.0,532.0
44236,Tronchón,1998,35.0,2.75,36.0,257.0
50267,Uncastillo,1998,347.0,2.65,357.0,362.0
50268,Undués de Lerda,1998,18.0,3.25,19.0,247.0
44237,Urrea de Gaén,1998,228.0,2.75,235.0,336.0
50269,Urrea de Jalón,1998,124.0,2.79,128.0,738.0
50270,Urriés,1998,31.0,2.7,32.0,349.0
50271,Used,1998,122.0,3.2,126.0,372.0
50272,Utebo,1998,3306.0,2.87,3405.0,227.0
44238,Utrillas,1998,1084.0,3.07,1117.0,570.0
50274,Val de San Martín,1998,24.0,3.09,25.0,598.0
44239,Valacloche,1998,8.0,2.64,8.0,759.0
44240,Valbona,1998,67.0,2.74,69.0,543.0
44241,Valdealgorfa,1998,239.0,3.15,246.0,707.0
44243,Valdecuenca,1998,14.0,2.66,14.0,454.0
50273,Valdehorna,1998,18.0,3.19,19.0,221.0
44244,Valdelinares,1998,40.0,3.22,41.0,607.0
44245,Valdeltormo,1998,131.0,2.93,135.0,459.0
44246,Valderrobres,1998,628.0,3.05,647.0,417.0
22242,Valfarta,1998,32.0,3.11,33.0,759.0
44247,Valjunquera,1998,141.0,3.14,145.0,559.0
22243,Valle de Bardají,1998,21.0,2.71,22.0,651.0
22901,Valle de Hecho,1998,414.0,2.37,426.0,674.0
22244,Valle de Lierp,1998,23.0,2.66,24.0,394.0
44249,Vallecillo (El),1998,14.0,3.07,14.0,743.0
50275,Valmadrid,1998,22.0,2.76,23.0,329.0
50276,Valpalmas,1998,65.0,3.04,67.0,401.0
50277,Valtorres,1998,38.0,2.66,39.0,672.0
44250,Veguillas de la Sierra,1998,9.0,2.88,9.0,651.0
22245,Velilla de Cinca,1998,196.0,2.5,202.0,618.0
50278,Velilla de Ebro,1998,92.0,3.06,95.0,697.0
50279,Velilla de Jiloca,1998,42.0,2.88,43.0,442.0
22909,Vencillón,1998,191.0,2.51,197.0,393.0
50280,Vera de Moncayo,1998,185.0,2.6,191.0,414.0
22247,Viacamp y Litera,1998,11.0,3.0,11.0,224.0
22248,Vicién,1998,42.0,2.79,43.0,479.0
50281,Vierlas,1998,41.0,2.54,42.0,307.0
50283,Villadoz,1998,26.0,3.3,27.0,641.0
50284,Villafeliche,1998,79.0,2.99,81.0,287.0
50285,Villafranca de Ebro,1998,206.0,3.27,212.0,321.0
44251,Villafranca del Campo,1998,149.0,2.73,153.0,628.0
44252,Villahermosa del Campo,1998,25.0,2.76,26.0,628.0
50286,Villalba de Perejil,1998,36.0,3.23,37.0,257.0
50287,Villalengua,1998,153.0,2.84,158.0,376.0
22249,Villanova,1998,40.0,2.57,41.0,748.0
22250,Villanúa,1998,121.0,2.75,125.0,348.0
50288,Villanueva de Gállego,1998,1177.0,2.43,1212.0,309.0
50290,Villanueva de Huerva,1998,234.0,2.52,241.0,703.0
50289,Villanueva de Jiloca,1998,50.0,2.32,52.0,606.0
22251,Villanueva de Sigena,1998,211.0,2.35,217.0,378.0
44256,Villanueva del Rebollar de la Sierra,1998,15.0,3.3,15.0,767.0
50291,Villar de los Navarros,1998,58.0,2.55,60.0,250.0
44257,Villar del Cobo,1998,77.0,2.99,79.0,615.0
44258,Villar del Salz,1998,35.0,3.16,36.0,586.0
44260,Villarluengo,1998,72.0,2.86,74.0,612.0
44261,Villarquemado,1998,408.0,2.46,420.0,400.0
50292,Villarreal de Huerva,1998,62.0,3.03,64.0,584.0
50293,Villarroya de la Sierra,1998,245.0,2.89,252.0,316.0
44262,Villarroya de los Pinares,1998,66.0,3.06,68.0,598.0
50294,Villarroya del Campo,1998,29.0,3.06,30.0,322.0
44263,Villastar,1998,105.0,3.28,108.0,293.0
44264,Villel,1998,114.0,2.88,117.0,584.0
50282,Vilueña (La),1998,36.0,2.7,37.0,436.0
44265,Vinaceite,1998,103.0,2.96,106.0,535.0
44266,Visiedo,1998,88.0,2.4,91.0,758.0
50295,Vistabella,1998,11.0,3.11,11.0,604.0
44267,Vivel del Río Martín,1998,39.0,2.43,40.0,277.0
22252,Yebra de Basa,1998,61.0,2.65,63.0,333.0
22253,Yésero,1998,19.0,3.15,20.0,321.0
50296,Zaida (La),1998,212.0,2.89,218.0,467.0
22254,Zaidín,1998,625.0,2.7,644.0,351.0
50297,Zaragoza,1998,217038.0,2.78,223549.0,472.0
44268,Zoma (La),1998,11.0,3.1,11.0,582.0
50298,Zuera,1998,2039.0,2.65,2100.0,624.0
44001,Ababuj,1999,31.0,2.77,32.0,599.0
50001,Abanto,1999,64.0,2.87,66.0,318.0
44002,Abejuela,1999,22.0,2.84,23.0,271.0
22001,Abiego,1999,107.0,2.7,111.0,479.0
22002,Abizanda,1999,54.0,2.61,56.0,746.0
50002,Acered,1999,112.0,2.43,116.0,751.0
22003,Adahuesca,1999,59.0,2.67,61.0,530.0
50003,Agón,1999,78.0,2.47,81.0,641.0
50004,Aguarón,1999,249.0,3.02,257.0,346.0
44003,Aguatón,1999,10.0,2.66,10.0,330.0
44004,Aguaviva,1999,259.0,2.36,268.0,306.0
22004,Agüero,1999,58.0,2.87,60.0,204.0
44005,Aguilar del Alfambra,1999,30.0,2.87,31.0,584.0
50005,Aguilón,1999,87.0,3.17,90.0,485.0
22907,Aínsa-Sobrarbe,1999,550.0,2.87,568.0,247.0
50006,Ainzón,1999,467.0,2.64,482.0,227.0
22006,Aisa,1999,119.0,3.09,123.0,676.0
44006,Alacón,1999,168.0,2.83,174.0,773.0
50007,Aladrén,1999,26.0,2.36,27.0,591.0
50008,Alagón,1999,1964.0,2.86,2029.0,419.0
50009,Alarba,1999,50.0,3.23,52.0,751.0
44007,Alba,1999,103.0,2.68,106.0,772.0
22007,Albalate de Cinca,1999,425.0,2.6,439.0,323.0
44008,Albalate del Arzobispo,1999,957.0,2.44,989.0,771.0
22008,Albalatillo,1999,107.0,2.45,111.0,344.0
44009,Albarracín,1999,384.0,2.73,397.0,333.0
22009,Albelda,1999,330.0,2.89,341.0,797.0
44010,Albentosa,1999,111.0,2.39,115.0,353.0
50010,Alberite de San Juan,1999,30.0,3.24,31.0,269.0
22011,Albero Alto,1999,32.0,3.08,33.0,572.0
22012,Albero Bajo,1999,39.0,2.88,40.0,346.0
22013,Alberuela de Tubo,1999,124.0,3.13,128.0,739.0
50011,Albeta,1999,51.0,2.36,53.0,226.0
50012,Alborge,1999,50.0,2.76,52.0,690.0
44011,Alcaine,1999,18.0,2.97,19.0,498.0
50013,Alcalá de Ebro,1999,95.0,3.12,98.0,705.0
22014,Alcalá de Gurrea,1999,108.0,3.07,112.0,317.0
44012,Alcalá de la Selva,1999,181.0,2.57,187.0,624.0
50014,Alcalá de Moncayo,1999,46.0,3.22,48.0,284.0
22015,Alcalá del Obispo,1999,143.0,2.43,148.0,448.0
22016,Alcampell,1999,299.0,3.17,309.0,287.0
44013,Alcañiz,1999,3988.0,3.25,4120.0,403.0
22017,Alcolea de Cinca,1999,498.0,2.48,514.0,459.0
50015,Alconchel de Ariza,1999,56.0,2.98,58.0,641.0
44014,Alcorisa,1999,1361.0,2.34,1406.0,557.0
22018,Alcubierre,1999,173.0,2.7,179.0,673.0
50016,Aldehuela de Liestos,1999,21.0,2.85,22.0,476.0
22019,Alerre,1999,65.0,2.88,67.0,502.0
50017,Alfajarín,1999,459.0,3.22,474.0,313.0
44016,Alfambra,1999,223.0,2.97,230.0,410.0
50018,Alfamén,1999,477.0,2.77,493.0,776.0
22020,Alfántega,1999,38.0,3.1,39.0,685.0
50019,Alforque,1999,29.0,3.23,30.0,340.0
50020,Alhama de Aragón,1999,519.0,2.32,536.0,648.0
44017,Aliaga,1999,130.0,3.25,134.0,349.0
44021,Allepuz,1999,62.0,2.38,64.0,216.0
44022,Alloza,1999,257.0,3.1,265.0,543.0
44023,Allueva,1999,5.0,2.67,5.0,485.0
50021,Almochuel,1999,19.0,2.39,20.0,703.0
44018,Almohaja,1999,12.0,2.55,12.0,511.0
50022,Almolda (La),1999,238.0,2.94,246.0,677.0
50023,Almonacid de la Cuba,1999,132.0,2.67,136.0,682.0
50024,Almonacid de la Sierra,1999,367.0,2.36,379.0,548.0
22021,Almudévar,1999,812.0,2.89,839.0,433.0
50025,Almunia de Doña Godina (La),1999,1705.0,3.19,1761.0,445.0
22022,Almunia de San Juan,1999,263.0,2.67,272.0,585.0
22023,Almuniente,1999,250.0,2.51,258.0,289.0
44019,Alobras,1999,35.0,2.74,36.0,207.0
50026,Alpartir,1999,261.0,2.34,270.0,411.0
44020,Alpeñés,1999,9.0,3.13,9.0,327.0
22024,Alquézar,1999,98.0,3.11,101.0,490.0
22025,Altorricón,1999,503.0,2.88,520.0,542.0
50027,Ambel,1999,136.0,2.65,140.0,322.0
44024,Anadón,1999,5.0,3.19,5.0,762.0
44025,Andorra,1999,2832.0,2.85,2926.0,677.0
50028,Anento,1999,33.0,3.11,34.0,613.0
22027,Angüés,1999,149.0,2.91,154.0,514.0
50029,Aniñón,1999,294.0,3.08,304.0,584.0
22028,Ansó,1999,182.0,2.9,188.0,696.0
22029,Antillón,1999,62.0,2.73,64.0,360.0
50030,Añón de Moncayo,1999,96.0,3.25,99.0,674.0
22032,Aragüés del Puerto,1999,48.0,2.83,50.0,505.0
50031,Aranda de Moncayo,1999,84.0,2.89,87.0,724.0
50032,Arándiga,1999,201.0,2.52,208.0,678.0
44026,Arcos de las Salinas,1999,53.0,2.93,55.0,739.0
50033,Ardisa,1999,26.0,2.87,27.0,578.0
22035,Arén,1999,157.0,2.49,162.0,237.0
44027,Arens de Lledó,1999,105.0,2.36,108.0,202.0
22036,Argavieso,1999,44.0,2.9,45.0,562.0
44028,Argente,1999,87.0,3.07,90.0,378.0
22037,Arguis,1999,21.0,2.79,22.0,521.0
44029,Ariño,1999,358.0,2.52,370.0,669.0
50034,Ariza,1999,449.0,2.96,464.0,487.0
50035,Artieda,1999,43.0,2.38,44.0,783.0
50036,Asín,1999,38.0,2.73,39.0,315.0
50037,Atea,1999,99.0,2.48,102.0,576.0
50038,Ateca,1999,821.0,2.49,848.0,657.0
22039,Ayerbe,1999,444.0,2.5,459.0,429.0
44031,Azaila,1999,67.0,2.67,69.0,504.0
22040,Azanuy-Alins,1999,84.0,2.37,87.0,527.0
22041,Azara,1999,84.0,2.68,87.0,633.0
22042,Azlor,1999,57.0,2.79,59.0,265.0
50039,Azuara,1999,261.0,2.77,270.0,556.0
44032,Bádenas,1999,9.0,2.82,9.0,625.0
50040,Badules,1999,36.0,3.2,37.0,259.0
22043,Baélls,1999,62.0,2.45,64.0,481.0
44033,Báguena,1999,188.0,2.79,194.0,225.0
50041,Bagüés,1999,19.0,2.51,20.0,668.0
22044,Bailo,1999,132.0,2.37,136.0,758.0
50042,Balconchán,1999,9.0,2.97,9.0,746.0
22045,Baldellou,1999,52.0,2.88,54.0,680.0
22046,Ballobar,1999,338.0,3.17,349.0,455.0
22047,Banastás,1999,64.0,2.85,66.0,504.0
44034,Bañón,1999,56.0,3.27,58.0,490.0
22048,Barbastro,1999,6198.0,2.34,6403.0,506.0
50043,Bárboles,1999,138.0,2.39,143.0,208.0
22049,Barbués,1999,51.0,2.32,53.0,337.0
22050,Barbuñales,1999,45.0,2.49,46.0,718.0
22051,Bárcabo,1999,38.0,2.84,39.0,632.0
50044,Bardallur,1999,103.0,2.93,106.0,600.0
44035,Barrachina,1999,69.0,2.33,71.0,264.0
44036,Bea,1999,14.0,3.09,14.0,425.0
44037,Beceite,1999,205.0,3.13,212.0,423.0
50045,Belchite,1999,630.0,2.6,651.0,756.0
44039,Bello,1999,168.0,2.38,174.0,368.0
50046,Belmonte de Gracián,1999,121.0,2.48,125.0,769.0
44038,Belmonte de San José,1999,62.0,2.41,64.0,300.0
22052,Belver de Cinca,1999,578.0,2.42,597.0,750.0
22053,Benabarre,1999,416.0,2.82,430.0,378.0
22054,Benasque,1999,559.0,2.54,577.0,346.0
22246,Beranuy,1999,42.0,2.62,43.0,203.0
22055,Berbegal,1999,145.0,3.28,150.0,227.0
50047,Berdejo,1999,17.0,2.93,18.0,290.0
44040,Berge,1999,69.0,3.24,71.0,299.0
50048,Berrueco,1999,18.0,2.4,19.0,783.0
44041,Bezas,1999,27.0,2.65,28.0,769.0
50901,Biel,1999,66.0,2.84,68.0,458.0
22057,Bielsa,1999,192.0,2.38,198.0,356.0
22058,Bierge,1999,98.0,2.3,101.0,482.0
22059,Biescas,1999,429.0,2.96,443.0,584.0
50050,Bijuesca,1999,46.0,2.9,48.0,783.0
22060,Binaced,1999,589.0,2.71,608.0,231.0
22061,Binéfar,1999,2949.0,2.78,3046.0,510.0
50051,Biota,1999,457.0,2.71,472.0,219.0
22062,Bisaurri,1999,93.0,2.32,96.0,449.0
22063,Biscarrués,1999,89.0,2.62,92.0,538.0
50052,Bisimbre,1999,51.0,2.51,53.0,374.0
44042,Blancas,1999,80.0,2.41,83.0,551.0
22064,Blecua y Torres,1999,57.0,3.27,59.0,402.0
44043,Blesa,1999,54.0,2.91,56.0,302.0
22066,Boltaña,1999,281.0,3.02,290.0,238.0
22067,Bonansa,1999,29.0,2.6,30.0,365.0
50053,Boquiñeni,1999,375.0,2.68,387.0,593.0
22068,Borau,1999,30.0,2.53,31.0,302.0
50054,Bordalba,1999,42.0,2.43,43.0,446.0
44044,Bordón,1999,57.0,2.49,59.0,719.0
50055,Borja,1999,1371.0,3.09,1416.0,236.0
50056,Botorrita,1999,163.0,2.98,168.0,794.0
50057,Brea de Aragón,1999,715.0,2.84,739.0,417.0
44045,Bronchales,1999,166.0,2.76,171.0,221.0
22069,Broto,1999,161.0,3.22,166.0,667.0
50058,Bubierca,1999,45.0,2.42,46.0,542.0
44046,Bueña,1999,40.0,2.59,41.0,646.0
50059,Bujaraloz,1999,386.0,2.64,399.0,581.0
50060,Bulbuente,1999,81.0,3.08,84.0,472.0
44047,Burbáguena,1999,100.0,3.29,103.0,518.0
50061,Bureta,1999,128.0,2.53,132.0,256.0
50062,Burgo de Ebro (El),1999,483.0,3.17,499.0,492.0
50063,Buste (El),1999,34.0,3.16,35.0,299.0
50064,Cabañas de Ebro,1999,209.0,2.52,216.0,334.0
50065,Cabolafuente,1999,35.0,2.68,36.0,717.0
44048,Cabra de Mora,1999,44.0,2.66,45.0,695.0
50066,Cadrete,1999,481.0,3.27,497.0,481.0
44049,Calaceite,1999,493.0,2.48,509.0,738.0
44050,Calamocha,1999,1312.0,3.09,1355.0,629.0
44051,Calanda,1999,1326.0,2.63,1370.0,319.0
50067,Calatayud,1999,5746.0,3.02,5936.0,279.0
50068,Calatorao,1999,1001.0,2.72,1034.0,507.0
50069,Calcena,1999,33.0,2.85,34.0,353.0
22072,Caldearenas,1999,87.0,3.12,90.0,789.0
50070,Calmarza,1999,31.0,3.05,32.0,487.0
44052,Calomarde,1999,27.0,3.17,28.0,217.0
44053,Camañas,1999,60.0,2.36,62.0,662.0
44054,Camarena de la Sierra,1999,61.0,2.96,63.0,405.0
44055,Camarillas,1999,54.0,2.43,56.0,728.0
44056,Caminreal,1999,303.0,2.71,313.0,256.0
50071,Campillo de Aragón,1999,69.0,2.84,71.0,204.0
22074,Campo,1999,132.0,2.68,136.0,596.0
22075,Camporrélls,1999,88.0,2.8,91.0,462.0
22076,Canal de Berdún,1999,133.0,3.29,137.0,723.0
22077,Candasnos,1999,230.0,2.43,238.0,421.0
22078,Canfranc,1999,177.0,2.97,183.0,559.0
44059,Cantavieja,1999,275.0,2.7,284.0,587.0
44060,Cañada de Benatanduz,1999,25.0,2.49,26.0,288.0
44061,Cañada de Verich (La),1999,44.0,2.45,45.0,390.0
44062,Cañada Vellida,1999,20.0,3.12,21.0,347.0
44063,Cañizar del Olivar,1999,39.0,3.2,40.0,245.0
22079,Capdesaso,1999,56.0,3.21,58.0,628.0
22080,Capella,1999,122.0,3.28,126.0,609.0
50072,Carenas,1999,93.0,2.52,96.0,241.0
50073,Cariñena,1999,1091.0,2.65,1127.0,555.0
22081,Casbas de Huesca,1999,104.0,2.97,107.0,234.0
44064,Cascante del Río,1999,44.0,2.8,45.0,697.0
50074,Caspe,1999,2884.0,2.72,2979.0,381.0
50075,Castejón de Alarba,1999,44.0,2.67,45.0,257.0
50076,Castejón de las Armas,1999,49.0,2.9,51.0,697.0
22083,Castejón de Monegros,1999,250.0,2.87,258.0,742.0
22084,Castejón de Sos,1999,221.0,2.47,228.0,344.0
44065,Castejón de Tornos,1999,39.0,2.72,40.0,523.0
50077,Castejón de Valdejasa,1999,120.0,2.85,124.0,263.0
22082,Castejón del Puente,1999,143.0,2.86,148.0,760.0
44066,Castel de Cabra,1999,69.0,2.54,71.0,767.0
22085,Castelflorite,1999,48.0,3.05,50.0,461.0
44070,Castellar (El),1999,42.0,2.36,43.0,602.0
44071,Castellote,1999,279.0,2.65,288.0,704.0
44067,Castelnou,1999,33.0,3.06,34.0,495.0
44068,Castelserás,1999,301.0,2.86,311.0,661.0
22086,Castiello de Jaca,1999,65.0,2.55,67.0,333.0
22087,Castigaleu,1999,36.0,3.02,37.0,727.0
50078,Castiliscar,1999,141.0,2.86,146.0,516.0
22088,Castillazuelo,1999,75.0,3.1,77.0,568.0
22089,Castillonroy,1999,141.0,3.01,146.0,332.0
44074,Cedrillas,1999,181.0,2.9,187.0,529.0
44075,Celadas,1999,156.0,2.78,161.0,507.0
